Channel              :		CH1
Frequency            :		973.6Hz
Period               :		1.027ms
PK-PK                :		179.7mV
Probe attenuation    :		1X
Voltage per ADC value:		0.122070mV
Time interval        :		2.00000us

index		CH1_Voltage(mV)
1		89.843750
2		89.843750
3		91.796875
4		89.843750
5		91.796875
6		89.843750
7		91.796875
8		89.843750
9		91.796875
10		87.890625
11		91.796875
12		87.890625
13		91.796875
14		87.890625
15		91.796875
16		87.890625
17		91.796875
18		85.937500
19		89.843750
20		85.937500
21		89.843750
22		85.937500
23		89.843750
24		85.937500
25		89.843750
26		83.984375
27		87.890625
28		83.984375
29		87.890625
30		83.984375
31		85.937500
32		82.031250
33		85.937500
34		80.078125
35		85.937500
36		80.078125
37		83.984375
38		80.078125
39		83.984375
40		80.078125
41		82.031250
42		78.125000
43		82.031250
44		78.125000
45		82.031250
46		76.171875
47		80.078125
48		74.218750
49		78.125000
50		74.218750
51		78.125000
52		72.265625
53		76.171875
54		72.265625
55		74.218750
56		70.312500
57		74.218750
58		70.312500
59		72.265625
60		68.359375
61		72.265625
62		66.406250
63		70.312500
64		66.406250
65		68.359375
66		62.500000
67		68.359375
68		62.500000
69		66.406250
70		60.546875
71		64.453125
72		60.546875
73		62.500000
74		58.593750
75		60.546875
76		56.640625
77		60.546875
78		54.687500
79		58.593750
80		52.734375
81		56.640625
82		52.734375
83		54.687500
84		48.828125
85		52.734375
86		46.875000
87		52.734375
88		46.875000
89		50.781250
90		44.921875
91		48.828125
92		42.968750
93		46.875000
94		41.015625
95		44.921875
96		39.062500
97		42.968750
98		37.109375
99		41.015625
100		35.156250
101		39.062500
102		33.203125
103		37.109375
104		31.250000
105		35.156250
106		29.296875
107		33.203125
108		27.343750
109		31.250000
110		25.390625
111		29.296875
112		23.437500
113		27.343750
114		21.484375
115		25.390625
116		19.531250
117		23.437500
118		17.578125
119		21.484375
120		15.625000
121		19.531250
122		13.671875
123		17.578125
124		11.718750
125		15.625000
126		9.765625
127		13.671875
128		7.812500
129		11.718750
130		5.859375
131		9.765625
132		1.953125
133		7.812500
134		1.953125
135		3.906250
136		-1.953125
137		1.953125
138		-3.906250
139		0.000000
140		-5.859375
141		-1.953125
142		-7.812500
143		-3.906250
144		-9.765625
145		-3.906250
146		-11.718750
147		-7.812500
148		-13.671875
149		-9.765625
150		-15.625000
151		-11.718750
152		-17.578125
153		-13.671875
154		-19.531250
155		-15.625000
156		-21.484375
157		-17.578125
158		-23.437500
159		-19.531250
160		-25.390625
161		-21.484375
