Channel              :		CH1
Frequency            :		974.9Hz
Period               :		1.026ms
PK-PK                :		216.8mV
Probe attenuation    :		1X
Voltage per ADC value:		0.122070mV
Time interval        :		2.00000us

index		CH1_Voltage(mV)
860		-27.343750
861		-31.250000
862		-25.390625
863		-29.296875
864		-21.484375
865		-27.343750
866		-19.531250
867		-23.437500
868		-17.578125
869		-21.484375
870		-15.625000
871		-17.578125
872		-13.671875
873		-15.625000
874		-9.765625
875		-13.671875
876		-7.812500
877		-11.718750
878		-5.859375
879		-9.765625
880		-1.953125
881		-5.859375
882		0.000000
883		-3.906250
884		1.953125
885		0.000000
886		3.906250
887		1.953125
888		5.859375
889		3.906250
890		9.765625
891		3.906250
892		13.671875
893		7.812500
894		13.671875
895		9.765625
896		17.578125
897		13.671875
898		19.531250
899		15.625000
900		23.437500
901		17.578125
902		23.437500
903		21.484375
904		25.390625
905		25.390625
906		29.296875
907		25.390625
908		33.203125
909		27.343750
910		35.156250
911		31.250000
912		39.062500
913		33.203125
914		41.015625
915		35.156250
916		42.968750
917		39.062500
918		44.921875
919		41.015625
920		44.921875
921		44.921875
922		48.828125
923		44.921875
924		52.734375
925		48.828125
926		54.687500
927		48.828125
928		56.640625
929		52.734375
930		58.593750
931		52.734375
932		60.546875
933		56.640625
934		62.500000
935		58.593750
936		64.453125
937		62.500000
938		66.406250
939		64.453125
940		70.312500
941		64.453125
942		72.265625
943		66.406250
944		74.218750
945		68.359375
946		74.218750
947		70.312500
948		78.125000
949		72.265625
950		78.125000
951		74.218750
952		80.078125
953		78.125000
954		80.078125
955		80.078125
956		82.031250
957		80.078125
958		85.937500
959		80.078125
960		87.890625
961		83.984375
962		89.843750
963		83.984375
964		91.796875
965		85.937500
966		91.796875
967		87.890625
968		93.750000
969		89.843750
970		93.750000
971		91.796875
972		95.703125
973		91.796875
974		97.656250
975		93.750000
976		99.609375
977		93.750000
978		101.562500
979		95.703125
980		103.515625
981		95.703125
982		103.515625
983		97.656250
984		105.468750
985		99.609375
986		105.468750
987		101.562500
988		105.468750
989		101.562500
990		107.421875
991		101.562500
992		109.375000
993		103.515625
994		109.375000
995		103.515625
996		109.375000
997		105.468750
998		111.328125
999		105.468750
1000		111.328125
1001		107.421875
1002		113.281250
1003		109.375000
1004		111.328125
1005		109.375000
1006		111.328125
1007		107.421875
1008		115.234375
1009		109.375000
1010		115.234375
1011		109.375000
1012		115.234375
1013		109.375000
1014		115.234375
1015		109.375000
1016		117.187500
1017		109.375000
1018		117.187500
1019		111.328125
1020		115.234375
1021		111.328125
1022		115.234375
1023		111.328125
1024		117.187500
1025		111.328125
1026		117.187500
1027		109.375000
1028		117.187500
1029		111.328125
1030		117.187500
1031		109.375000
1032		117.187500
1033		111.328125
1034		117.187500
1035		111.328125
1036		117.187500
1037		113.281250
1038		115.234375
1039		111.328125
1040		115.234375
1041		109.375000
1042		117.187500
1043		109.375000
1044		115.234375
1045		109.375000
1046		115.234375
1047		107.421875
1048		115.234375
1049		107.421875
1050		115.234375
1051		107.421875
1052		113.281250
1053		107.421875
1054		111.328125
1055		107.421875
1056		111.328125
1057		105.468750
1058		111.328125
1059		105.468750
1060		111.328125
1061		103.515625
1062		109.375000
1063		103.515625
1064		109.375000
1065		101.562500
1066		109.375000
1067		101.562500
1068		107.421875
1069		101.562500
1070		107.421875
1071		101.562500
1072		103.515625
1073		99.609375
1074		103.515625
1075		95.703125
1076		103.515625
1077		95.703125
1078		101.562500
1079		93.750000
1080		101.562500
1081		93.750000
1082		99.609375
1083		91.796875
1084		97.656250
1085		89.843750
1086		97.656250
1087		89.843750
1088		93.750000
1089		87.890625
1090		91.796875
1091		85.937500
1092		91.796875
1093		83.984375
