0.0, 2.99
0.4, 3.30
1.0, 3.61
2.0, 3.94
3.0, 4.16
4.0, 4.35
5.0, 4.53
6.0, 4.71
7.0, 4.92
7.6, 5.07
8.0, 5.16
8.5, 5.33
9.0, 5.53
9.5, 5.90
10.0, 8.22
10.4, 10.82
10.5, 11.06
11.0, 11.55
11.5, 11.76
12.5, 12.03
13.5, 12.19
14.5, 12.29
15.6, 12.38
16.5, 12.47
17.5, 12.52
18.5, 12.57
19.5, 12.61
20.5, 12.65
