Vernier Format 2
rc_prof rogiers.cmbl 24/02/2025 09:43:33 ,
Latest
Time	Potential 1	Potential 2
t	Pot 1	Pot 2
s	V	V

0	3,47008547009	3,40659340659
0,0004	3,66056166056	3,59218559219
0,0008	3,85103785104	3,77289377289
0,0012	4,04151404151	3,94383394383
0,0016	4,21733821734	4,10500610501
0,002	4,38827838828	4,25641025641
0,0024	4,5641025641	4,4126984127
0,0028	4,73015873016	4,55921855922
0,0032	4,9010989011	4,70085470085
0,0036	5,04761904762	4,83760683761
0,004	5,19413919414	4,95482295482
0,0044	5,32600732601	5,07203907204
0,0048	5,45299145299	5,16971916972
0,0052	5,57509157509	5,27228327228
0,0056	5,69719169719	5,3601953602
0,006	5,79975579976	5,44810744811
0,0064	5,89255189255	5,52136752137
0,0068	5,98534798535	5,57997557998
0,0072	6,05860805861	5,62881562882
0,0076	6,1221001221	5,663003663
0,008	6,17582417582	5,69719169719
0,0084	6,22954822955	5,7264957265
0,0088	6,26373626374	5,74603174603
0,0092	6,29792429792	5,74603174603
0,0096	6,31746031746	5,74603174603
0,01	6,33211233211	5,7264957265
0,0104	6,33211233211	5,69230769231
0,0108	6,30769230769	5,65811965812
0,0112	6,28327228327	5,61416361416
0,0116	6,26373626374	5,56532356532
0,012	6,23443223443	5,50183150183
0,0124	6,18070818071	5,43345543346
0,0128	6,1221001221	5,35042735043
0,0132	6,05372405372	5,25274725275
0,0136	5,9706959707	5,15995115995
0,014	5,89255189255	5,04761904762
0,0144	5,79975579976	4,94017094017
0,0148	5,69719169719	4,81318681319
0,0152	5,58974358974	4,6862026862
0,0156	5,46275946276	4,53968253968
0,016	5,34065934066	4,39804639805
0,0164	5,19902319902	4,23199023199
0,0168	5,05738705739	4,07081807082
0,0172	4,90598290598	3,91452991453
0,0176	4,75946275946	3,73870573871
0,018	4,59829059829	3,56288156288
0,0184	4,42735042735	3,37728937729
0,0188	4,25641025641	3,1916971917
0,0192	4,06593406593	2,99145299145
0,0196	3,87545787546	2,79609279609
0,02	3,68498168498	2,59096459096
0,0204	3,49938949939	2,39072039072
0,0208	3,29426129426	2,18070818071
0,0212	3,08913308913	1,96092796093
0,0216	2,88888888889	1,75091575092
0,022	2,66422466422	1,52136752137
0,0224	2,44932844933	1,30647130647
0,0228	2,23931623932	1,08669108669
0,0232	2,01465201465	0,866910866911
0,0236	1,79975579976	0,632478632479
0,024	1,56532356532	0,407814407814
0,0244	1,34554334554	0,18315018315
0,0248	1,11111111111	-0,0512820512821
0,0252	0,876678876679	-0,271062271062
0,0256	0,652014652015	-0,505494505495
0,026	0,432234432234	-0,725274725275
0,0264	0,197802197802	-0,949938949939
0,0268	-0,026862026862	-1,17948717949
0,0272	-0,261294261294	-1,39926739927
0,0276	-0,481074481074	-1,62881562882
0,028	-0,715506715507	-1,84371184371
0,0284	-0,945054945055	-2,05372405372
0,0288	-1,15506715507	-2,26373626374
0,0292	-1,38461538462	-2,47863247863
0,0296	-1,59462759463	-2,68376068376
0,03	-1,81440781441	-2,89377289377
0,0304	-2,0293040293	-3,0989010989
0,0308	-2,23931623932	-3,28449328449
0,0312	-2,43956043956	-3,47008547009
0,0316	-2,63492063492	-3,64590964591
0,032	-2,83028083028	-3,82661782662
0,0324	-3,01587301587	-3,99755799756
0,0328	-3,19658119658	-4,1684981685
0,0332	-3,37728937729	-4,32967032967
0,0336	-3,55311355311	-4,48107448107
0,034	-3,71916971917	-4,61782661783
0,0344	-3,87057387057	-4,75457875458
0,0348	-4,00732600733	-4,87667887668
0,0352	-4,15873015873	-4,99877899878
0,0356	-4,29548229548	-5,11111111111
0,036	-4,42246642247	-5,21855921856
0,0364	-4,53968253968	-5,31623931624
0,0368	-4,65201465201	-5,39438339438
0,0372	-4,74969474969	-5,47252747253
0,0376	-4,83272283272	-5,53601953602
0,038	-4,92063492063	-5,59462759463
0,0384	-4,98901098901	-5,64346764347
0,0388	-5,05738705739	-5,68253968254
0,0392	-5,115995116	-5,72161172161
0,0396	-5,16483516484	-5,73626373626
0,04	-5,19413919414	-5,74603174603
0,0404	-5,22344322344	-5,75091575092
0,0408	-5,24297924298	-5,74114774115
0,0412	-5,25763125763	-5,73626373626
0,0416	-5,25763125763	-5,71672771673
0,042	-5,25274725275	-5,67765567766
0,0424	-5,23321123321	-5,62393162393
0,0428	-5,19413919414	-5,57509157509
0,0432	-5,15995115995	-5,50671550672
0,0436	-5,11111111111	-5,43345543346
0,044	-5,05738705739	-5,3601953602
0,0444	-4,98901098901	-5,27228327228
0,0448	-4,91575091575	-5,17948717949
0,0452	-4,83760683761	-5,07203907204
0,0456	-4,73992673993	-4,94993894994
0,046	-4,62759462759	-4,82295482295
0,0464	-4,52014652015	-4,69108669109
0,0468	-4,39804639805	-4,54945054945
0,0472	-4,27106227106	-4,40781440781
0,0476	-4,13431013431	-4,25641025641
0,048	-3,99267399267	-4,09035409035
0,0484	-3,84126984127	-3,91452991453
0,0488	-3,67032967033	-3,72893772894
0,0492	-3,50427350427	-3,55311355311
0,0496	-3,33333333333	-3,36263736264
0,05	-3,14774114774	-3,16727716728
0,0504	-2,97191697192	-2,98168498168
0,0508	-2,77655677656	-2,76678876679
0,0512	-2,57631257631	-2,56166056166
0,0516	-2,37118437118	-2,34188034188
0,052	-2,16605616606	-2,12698412698
0,0524	-1,95115995116	-1,9072039072
0,0528	-1,73626373626	-1,68253968254
0,0532	-1,52625152625	-1,47252747253
0,0536	-1,30158730159	-1,2380952381
0,054	-1,07692307692	-1,00366300366
0,0544	-0,852258852259	-0,774114774115
0,0548	-0,622710622711	-0,534798534799
0,0552	-0,388278388278	-0,30525030525
0,0556	-0,163614163614	-0,0757020757021
0,056	0,0610500610501	0,139194139194
0,0564	0,300366300366	0,368742368742
0,0568	0,534798534799	0,608058608059
0,0572	0,769230769231	0,832722832723
0,0576	0,998778998779	1,07203907204
0,058	1,2380952381	1,2967032967
0,0584	1,45787545788	1,5115995116
0,0588	1,68742368742	1,73626373626
0,0592	1,9072039072	1,94627594628
0,0596	2,13675213675	2,16605616606
0,06	2,36141636142	2,38095238095
0,0604	2,5811965812	2,59584859585
0,0608	2,80586080586	2,79609279609
0,0612	3,01098901099	2,99145299145
0,0616	3,21611721612	3,18681318681
0,062	3,42124542125	3,36752136752
0,0624	3,62637362637	3,56288156288
