Vernier Format 2
rc_prof rogiers.cmbl 24/02/2025 09:49:19 ,
Latest
Time	Potential 1	Potential 2
t	Pot 1	Pot 2
s	V	V

0	-1,35042735043	-3,54334554335
0,002	-1,44810744811	-3,56288156288
0,004	-1,54578754579	-3,59218559219
0,006	-1,64346764347	-3,62148962149
0,008	-1,73626373626	-3,64590964591
0,01	-1,83394383394	-3,66056166056
0,012	-1,92673992674	-3,6800976801
0,014	-2,02442002442	-3,7094017094
0,016	-2,11233211233	-3,71916971917
0,018	-2,19536019536	-3,73870573871
0,02	-2,29304029304	-3,76312576313
0,022	-2,38095238095	-3,77777777778
0,024	-2,46398046398	-3,78266178266
0,026	-2,55677655678	-3,8021978022
0,028	-2,64468864469	-3,81684981685
0,03	-2,7326007326	-3,82173382173
0,032	-2,82051282051	-3,83638583639
0,034	-2,90842490842	-3,85103785104
0,036	-2,98656898657	-3,84615384615
0,038	-3,05982905983	-3,84615384615
0,04	-3,15262515263	-3,86568986569
0,042	-3,221001221	-3,86568986569
0,044	-3,30402930403	-3,86080586081
0,046	-3,38705738706	-3,87057387057
0,048	-3,46031746032	-3,86568986569
0,05	-3,53357753358	-3,86080586081
0,052	-3,60195360195	-3,86568986569
0,054	-3,68498168498	-3,86080586081
0,056	-3,74847374847	-3,85103785104
0,058	-3,82173382173	-3,84615384615
0,06	-3,89499389499	-3,84615384615
0,062	-3,9536019536	-3,8315018315
0,064	-4,01221001221	-3,81684981685
0,066	-4,09035409035	-3,81684981685
0,068	-4,14896214896	-3,79242979243
0,07	-4,20757020757	-3,78266178266
0,072	-4,27106227106	-3,77289377289
0,074	-4,32478632479	-3,75335775336
0,076	-4,37362637363	-3,73382173382
0,078	-4,43711843712	-3,71428571429
0,08	-4,49572649573	-3,69963369963
0,082	-4,53968253968	-3,67032967033
0,084	-4,59340659341	-3,65079365079
0,086	-4,64224664225	-3,63125763126
0,088	-4,6862026862	-3,60195360195
0,09	-4,73015873016	-3,57264957265
0,092	-4,78388278388	-3,55311355311
0,094	-4,81318681319	-3,52380952381
0,096	-4,85225885226	-3,48962148962
0,098	-4,89133089133	-3,46031746032
0,1	-4,9304029304	-3,44078144078
0,102	-4,95970695971	-3,39194139194
0,104	-4,99877899878	-3,36263736264
0,106	-5,02808302808	-3,33333333333
0,108	-5,0525030525	-3,28937728938
0,11	-5,08180708181	-3,25030525031
0,112	-5,115995116	-3,21611721612
0,114	-5,13064713065	-3,17704517705
0,116	-5,15018315018	-3,13308913309
0,118	-5,1746031746	-3,09401709402
0,12	-5,18925518926	-3,05494505495
0,122	-5,20390720391	-3,00610500611
0,124	-5,22344322344	-2,96703296703
0,126	-5,2380952381	-2,92307692308
0,128	-5,24786324786	-2,87912087912
0,13	-5,25763125763	-2,8253968254
0,132	-5,2673992674	-2,78144078144
0,134	-5,27228327228	-2,7326007326
0,136	-5,28205128205	-2,67887667888
0,138	-5,28693528694	-2,64468864469
0,14	-5,28693528694	-2,59096459096
0,142	-5,28205128205	-2,53235653236
0,144	-5,27716727717	-2,47863247863
0,146	-5,2673992674	-2,42979242979
0,148	-5,25274725275	-2,36141636142
0,15	-5,25274725275	-2,31746031746
0,152	-5,24297924298	-2,26373626374
0,154	-5,22344322344	-2,20024420024
0,156	-5,19902319902	-2,13675213675
0,158	-5,19902319902	-2,08791208791
0,16	-5,1746031746	-2,03418803419
0,162	-5,15506715507	-1,96092796093
0,164	-5,13553113553	-1,9072039072
0,166	-5,10622710623	-1,84371184371
0,168	-5,08180708181	-1,7851037851
0,17	-5,05738705739	-1,7264957265
0,172	-5,02808302808	-1,663003663
0,174	-4,99389499389	-1,59462759463
0,176	-4,95970695971	-1,52625152625
0,178	-4,9304029304	-1,47252747253
0,18	-4,88156288156	-1,39926739927
0,182	-4,84737484737	-1,33089133089
0,184	-4,8083028083	-1,2673992674
0,186	-4,76923076923	-1,20390720391
0,188	-4,71550671551	-1,13064713065
0,19	-4,68131868132	-1,06715506716
0,192	-4,62759462759	-1,00366300366
0,194	-4,57387057387	-0,930402930403
0,196	-4,52991452991	-0,862026862027
0,198	-4,47619047619	-0,798534798535
0,2	-4,41758241758	-0,715506715507
0,202	-4,36385836386	-0,647130647131
0,204	-4,30525030525	-0,583638583639
0,206	-4,24175824176	-0,515262515263
0,208	-4,17338217338	-0,437118437118
0,21	-4,11965811966	-0,368742368742
0,212	-4,05128205128	-0,30525030525
0,214	-3,97802197802	-0,222222222222
0,216	-3,91941391941	-0,153846153846
0,218	-3,85592185592	-0,0805860805861
0,22	-3,77777777778	-0,002442002442
0,222	-3,70451770452	0,0610500610501
0,224	-3,63614163614	0,114774114774
0,226	-3,55311355311	0,20757020757
0,228	-3,47496947497	0,28083028083
0,23	-3,40170940171	0,339438339438
0,232	-3,31868131868	0,417582417582
0,234	-3,24053724054	0,490842490842
0,236	-3,16239316239	0,554334554335
0,238	-3,07448107448	0,617826617827
0,24	-2,98168498168	0,700854700855
0,242	-2,90842490842	0,769230769231
0,244	-2,83028083028	0,832722832723
0,246	-2,7326007326	0,910866910867
0,248	-2,64468864469	0,974358974359
0,25	-2,55677655678	1,03785103785
0,252	-2,46886446886	1,12087912088
0,254	-2,37606837607	1,18437118437
0,256	-2,28327228327	1,24786324786
0,258	-2,19047619048	1,32112332112
0,26	-2,0927960928	1,3894993895
0,262	-2	1,44810744811
0,264	-1,9072039072	1,50671550672
0,266	-1,80952380952	1,58485958486
0,268	-1,71672771673	1,64346764347
0,27	-1,61904761905	1,70695970696
0,272	-1,51648351648	1,77533577534
0,274	-1,41391941392	1,83882783883
0,276	-1,32112332112	1,89255189255
0,278	-1,21855921856	1,96092796093
0,28	-1,11111111111	2,02442002442
0,282	-1,01831501832	2,07326007326
0,284	-0,915750915751	2,14163614164
0,286	-0,808302808303	2,20024420024
0,288	-0,710622710623	2,25396825397
0,29	-0,603174603175	2,30769230769
0,292	-0,500610500611	2,37118437118
0,294	-0,398046398046	2,42490842491
0,296	-0,30525030525	2,47374847375
0,298	-0,197802197802	2,53724053724
0,3	-0,0903540903541	2,59096459096
0,302	0,002442002442	2,63003663004
0,304	0,10989010989	2,68864468864
0,306	0,222222222222	2,73748473748
0,308	0,315018315018	2,78144078144
0,31	0,422466422466	2,83516483516
0,312	0,529914529915	2,884004884
0,314	0,632478632479	2,93284493284
0,316	0,730158730159	2,96703296703
