Channel              :		CH1
Frequency            :		682.1Hz
Period               :		1.466ms
PK-PK                :		132.8mV
Probe attenuation    :		1X
Voltage per ADC value:		0.122070mV
Time interval        :		2.00000us

index		CH1_Voltage(mV)
434		-60.546875
435		-62.500000
436		-58.593750
437		-64.453125
438		-58.593750
439		-62.500000
440		-58.593750
441		-62.500000
442		-58.593750
443		-62.500000
444		-58.593750
445		-62.500000
446		-58.593750
447		-60.546875
448		-56.640625
449		-60.546875
450		-58.593750
451		-60.546875
452		-56.640625
453		-62.500000
454		-56.640625
455		-60.546875
456		-56.640625
457		-58.593750
458		-56.640625
459		-60.546875
460		-54.687500
461		-58.593750
462		-54.687500
463		-58.593750
464		-54.687500
465		-58.593750
466		-54.687500
467		-56.640625
468		-54.687500
469		-56.640625
470		-54.687500
471		-56.640625
472		-52.734375
473		-54.687500
474		-52.734375
475		-54.687500
476		-50.781250
477		-54.687500
478		-50.781250
479		-54.687500
480		-50.781250
481		-54.687500
482		-50.781250
483		-52.734375
484		-48.828125
485		-52.734375
486		-48.828125
487		-52.734375
488		-48.828125
489		-50.781250
490		-46.875000
491		-50.781250
492		-46.875000
493		-50.781250
494		-46.875000
495		-50.781250
496		-44.921875
497		-48.828125
498		-44.921875
499		-46.875000
500		-44.921875
501		-46.875000
502		-42.968750
503		-46.875000
504		-42.968750
505		-44.921875
506		-41.015625
507		-44.921875
508		-41.015625
509		-44.921875
510		-41.015625
511		-42.968750
512		-41.015625
513		-42.968750
514		-39.062500
515		-42.968750
516		-37.109375
517		-41.015625
518		-37.109375
519		-41.015625
520		-37.109375
521		-39.062500
522		-35.156250
523		-39.062500
524		-35.156250
525		-37.109375
526		-33.203125
527		-37.109375
528		-31.250000
529		-35.156250
530		-33.203125
531		-35.156250
532		-31.250000
533		-33.203125
534		-29.296875
535		-33.203125
536		-29.296875
537		-33.203125
538		-27.343750
539		-33.203125
540		-27.343750
541		-29.296875
542		-27.343750
543		-29.296875
544		-25.390625
545		-29.296875
546		-25.390625
547		-27.343750
548		-23.437500
549		-27.343750
550		-23.437500
551		-25.390625
552		-21.484375
553		-25.390625
554		-19.531250
555		-23.437500
556		-19.531250
557		-23.437500
558		-19.531250
559		-21.484375
560		-17.578125
561		-21.484375
562		-17.578125
563		-19.531250
564		-15.625000
565		-19.531250
566		-13.671875
567		-17.578125
568		-13.671875
569		-17.578125
570		-11.718750
571		-15.625000
572		-11.718750
573		-13.671875
574		-11.718750
575		-13.671875
576		-9.765625
577		-13.671875
578		-9.765625
579		-11.718750
580		-7.812500
581		-11.718750
582		-5.859375
583		-9.765625
584		-5.859375
585		-9.765625
586		-3.906250
587		-7.812500
588		-3.906250
589		-7.812500
590		-1.953125
591		-5.859375
592		-1.953125
593		-3.906250
594		0.000000
595		-3.906250
596		0.000000
597		-1.953125
598		1.953125
599		-1.953125
600		1.953125
601		0.000000
602		3.906250
603		0.000000
604		3.906250
605		1.953125
606		5.859375
607		1.953125
608		5.859375
609		3.906250
610		7.812500
611		3.906250
612		9.765625
613		5.859375
614		9.765625
615		5.859375
616		11.718750
617		7.812500
618		11.718750
619		7.812500
620		11.718750
621		9.765625
622		13.671875
623		9.765625
624		13.671875
625		11.718750
626		15.625000
627		11.718750
628		17.578125
629		13.671875
630		17.578125
631		13.671875
632		19.531250
633		15.625000
634		19.531250
635		17.578125
636		19.531250
637		17.578125
638		21.484375
639		19.531250
640		21.484375
641		19.531250
642		23.437500
643		19.531250
644		23.437500
645		21.484375
646		23.437500
647		21.484375
648		25.390625
649		23.437500
650		27.343750
651		23.437500
652		27.343750
653		25.390625
654		27.343750
655		25.390625
